EPA Region,State,Lake,EPA Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Tissue Type,% Lipids,Method,Chemical,CAS Number,Amount,MDL,QL,Units 1,Units 2,Lab Flag,SCC Code,Comments,Sort Order
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFDoA,307-55-1,1.110,0.130,0.40,ng/g,ppb,,,,9
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFTrDA,72629-94-8,2.890,0.086,0.40,ng/g,ppb,B,"B, RNAF","Blank contamination, result >10x blank value, result not affected",10
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFTeDA,376-06-7,0.390,0.185,0.40,ng/g,ppb,J,J,Result estimated,11
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFBS,375-73-5,,0.070,0.40,ng/g,ppb,U,,,12
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFPeS,2706-91-4,,0.032,0.40,ng/g,ppb,U,,,13
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFHxS,355-46-4,,0.083,0.40,ng/g,ppb,U,,,14
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFHpS,375-92-8,,0.043,0.40,ng/g,ppb,U,,,15
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFOS,1763-23-1,5.360,0.294,0.40,ng/g,ppb,,,,16
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFNS,68259-12-1,,0.114,0.40,ng/g,ppb,U,,,17
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFDS,335-77-3,,0.101,0.40,ng/g,ppb,U,"HVER, RNAF","High CALVER, result not affected",18
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFDoS,79780-39-5,,0.177,0.40,ng/g,ppb,U,LLCS,"Low LCS recovery, result biased low",19
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,4:2 FTS,757124-72-4,,0.740,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",20
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,6:2 FTS,27619-97-2,,1.150,1.44,ng/g,ppb,U,,,21
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,8:2 FTS,39108-34-4,,0.373,1.60,ng/g,ppb,U,,,22
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFOSA,754-91-6,,0.094,0.40,ng/g,ppb,U,,,23
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,N-MeFOSA,31506-32-8,,0.161,0.40,ng/g,ppb,U,,,24
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,N-EtFOSA,4151-50-2,,0.169,0.46,ng/g,ppb,U,,,25
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,MeFOSAA,2355-31-9,,0.093,0.40,ng/g,ppb,U,,,26
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,EtFOSAA,2991-50-6,,0.138,0.40,ng/g,ppb,U,,,27
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,N-MeFOSE,24448-09-7,,9.980,4.00,ng/g,ppb,U H,"LLBL; HLCS, RNAF","Low labeled compound recovery. High LCS recovery, result not affected",28
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,N-EtFOSE,1691-99-2,,1.500,3.00,ng/g,ppb,U,,,29
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,HFPO-DA,13252-13-6,,0.161,1.52,ng/g,ppb,U,,,30
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,ADONA,919005-14-4,,0.082,1.60,ng/g,ppb,U,,,31
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,9Cl-PF3ONS,756426-58-1,,0.152,1.60,ng/g,ppb,U,,,32
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,11Cl-PF3OUdS,763051-92-9,,0.312,1.60,ng/g,ppb,U,,,33
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,3:3 FTCA,356-02-5,,0.247,1.60,ng/g,ppb,U,,,34
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,5:3 FTCA,914637-49-3,,1.540,10.00,ng/g,ppb,U,,,35
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,7:3 FTCA,812-70-4,,0.845,10.00,ng/g,ppb,U,,,36
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFEESA,113507-82-7,,0.045,0.40,ng/g,ppb,U,,,37
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFMPA,377-73-1,,0.070,0.80,ng/g,ppb,U,,,38
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,PFMBA,863090-89-5,,0.069,0.40,ng/g,ppb,U,,,39
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,LC/MS/MS,NFDHA,151722-58-6,,0.294,0.80,ng/g,ppb,U,,,40
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFBA,375-22-4,,0.593,1.60,ng/g,ppb,U,,,1
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFPeA,2706-90-3,,0.083,0.80,ng/g,ppb,U,,,2
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFHxA,307-24-4,0.155,0.096,0.40,ng/g,ppb,K J,"HIAR, J; J","High ion abundance ratio, result estimated. Result estimated",3
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFHpA,375-85-9,,0.088,0.40,ng/g,ppb,U,,,4
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFOA,335-67-1,0.359,0.086,0.40,ng/g,ppb,J,J,Result estimated,5
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFNA,375-95-1,12.000,0.160,0.40,ng/g,ppb,,,,6
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFDA,335-76-2,5.120,0.124,0.40,ng/g,ppb,,,,7
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFUnA,2058-94-8,7.770,0.152,0.40,ng/g,ppb,,,,8
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFDoA,307-55-1,1.960,0.130,0.40,ng/g,ppb,,,,9
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFTrDA,72629-94-8,4.510,0.086,0.40,ng/g,ppb,B,"B, RNAF","Blank contamination, result >10x blank value, result not affected",10
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFTeDA,376-06-7,0.589,0.185,0.40,ng/g,ppb,,,,11
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFBS,375-73-5,,0.070,0.40,ng/g,ppb,U,,,12
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFPeS,2706-91-4,,0.032,0.40,ng/g,ppb,U,,,13
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFHxS,355-46-4,,0.083,0.40,ng/g,ppb,U,,,14
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFHpS,375-92-8,,0.043,0.40,ng/g,ppb,U,,,15
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFOS,1763-23-1,8.370,0.294,0.40,ng/g,ppb,,,,16
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFNS,68259-12-1,,0.114,0.40,ng/g,ppb,U,,,17
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFDS,335-77-3,,0.101,0.40,ng/g,ppb,U,,,18
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFDoS,79780-39-5,,0.177,0.40,ng/g,ppb,U,,,19
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,4:2 FTS,757124-72-4,,0.740,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",20
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,6:2 FTS,27619-97-2,,1.150,1.44,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",21
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,8:2 FTS,39108-34-4,,0.373,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",22
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFOSA,754-91-6,,0.094,0.40,ng/g,ppb,B J,"B, RNON","Blank contamination, result <5x blank value, result changed to non-detect",23
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,N-MeFOSA,31506-32-8,,0.161,0.40,ng/g,ppb,U,,,24
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,N-EtFOSA,4151-50-2,,0.169,0.46,ng/g,ppb,U,,,25
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,MeFOSAA,2355-31-9,,0.093,0.40,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",26
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,EtFOSAA,2991-50-6,,0.138,0.40,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",27
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,N-MeFOSE,24448-09-7,,9.980,4.00,ng/g,ppb,U,"HLCS, RNAF","High LCS recovery, result not affected",28
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,N-EtFOSE,1691-99-2,,1.500,3.00,ng/g,ppb,U H,LLCS,"Low LCS recovery, result biased low",29
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,HFPO-DA,13252-13-6,,0.161,1.52,ng/g,ppb,U,,,30
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,ADONA,919005-14-4,,0.082,1.60,ng/g,ppb,U,"HLCS, RNAF","High LCS recovery, result not affected",31
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,9Cl-PF3ONS,756426-58-1,,0.152,1.60,ng/g,ppb,U,,,32
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,11Cl-PF3OUdS,763051-92-9,,0.312,1.60,ng/g,ppb,U,,,33
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,3:3 FTCA,356-02-5,,0.247,1.60,ng/g,ppb,U,,,34
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,5:3 FTCA,914637-49-3,,1.540,10.00,ng/g,ppb,U,,,35
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,7:3 FTCA,812-70-4,,0.845,10.00,ng/g,ppb,U,,,36
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFEESA,113507-82-7,,0.045,0.40,ng/g,ppb,U,,,37
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFMPA,377-73-1,,0.070,0.80,ng/g,ppb,U,,,38
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,PFMBA,863090-89-5,,0.069,0.40,ng/g,ppb,B J,"B, RNON","Blank contamination, result <5x blank value, result changed to non-detect",39
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,LC/MS/MS,NFDHA,151772-58-6,,0.294,0.80,ng/g,ppb,U,LVER,"Low CALVER, result biased low",40
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFBA,375-22-4,,0.593,1.60,ng/g,ppb,U,,,1
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFPeA,2706-90-3,,0.083,0.80,ng/g,ppb,U,,,2
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFHxA,307-24-4,,0.096,0.40,ng/g,ppb,U,,,3
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFHpA,375-85-9,,0.088,0.40,ng/g,ppb,U,,,4
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFOA,335-67-1,0.092,0.086,0.40,ng/g,ppb,J,J,Result estimated,5
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFNA,375-95-1,2.420,0.160,0.40,ng/g,ppb,,,,6
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFDA,335-76-2,1.630,0.124,0.40,ng/g,ppb,,,,7
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFUnA,2058-94-8,3.080,0.152,0.40,ng/g,ppb,,,,8
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFDoA,307-55-1,0.694,0.130,0.40,ng/g,ppb,,,,9
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFTrDA,72629-94-8,1.800,0.086,0.40,ng/g,ppb,B,"B, RNAF","Blank contamination, result >10x blank value, result not affected",10
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFTeDA,376-06-7,0.234,0.185,0.40,ng/g,ppb,J,J,Result estimated,11
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFBS,375-73-5,,0.070,0.40,ng/g,ppb,U,,,12
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFPeS,2706-91-4,0.072,0.032,0.40,ng/g,ppb,J,J,Result estimated,13
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFHxS,355-46-4,0.083,0.083,0.40,ng/g,ppb,J,J,Result estimated,14
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFHpS,375-92-8,,0.043,0.40,ng/g,ppb,U,,,15
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFOS,1763-23-1,5.490,0.294,0.40,ng/g,ppb,,,,16
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFNS,68259-12-1,,0.114,0.40,ng/g,ppb,U,,,17
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFDS,335-77-3,,0.101,0.40,ng/g,ppb,U,,,18
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFDoS,79780-39-5,,0.177,0.40,ng/g,ppb,U,,,19
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,4:2 FTS,757124-72-4,,0.740,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",20
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,6:2 FTS,27619-97-2,,1.150,1.44,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",21
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,8:2 FTS,39108-34-4,,0.373,1.60,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",22
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFOSA,754-91-6,,0.094,0.40,ng/g,ppb,U,,,23
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,N-MeFOSA,31506-32-8,,0.161,0.40,ng/g,ppb,U,,,24
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,N-EtFOSA,4151-50-2,,0.169,0.46,ng/g,ppb,U,,,25
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,MeFOSAA,2355-31-9,0.094,0.093,0.40,ng/g,ppb,K J,"HIAR, J; HLBL, J; J","High ion abundance ratio, result estimated. High labeled compound recovery, result estimated. Result estimated",26
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,EtFOSAA,2991-50-6,,0.138,0.40,ng/g,ppb,U,"HLBL, RNAF","High labeled compound recovery, result not affected",27
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,N-MeFOSE,24448-09-7,,9.980,4.00,ng/g,ppb,U H,"HLCS, RNAF","High LCS recovery, result not affected",28
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,N-EtFOSE,1691-99-2,,1.500,3.00,ng/g,ppb,U,,,29
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,HFPO-DA,13252-13-6,,0.161,1.52,ng/g,ppb,U,,,30
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,ADONA,919005-14-4,,0.082,1.60,ng/g,ppb,U,,,31
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,9Cl-PF3ONS,756426-58-1,,0.152,1.60,ng/g,ppb,U,,,32
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,11Cl-PF3OUdS,763051-92-9,,0.312,1.60,ng/g,ppb,U,,,33
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,3:3 FTCA,356-02-5,,0.247,1.60,ng/g,ppb,U,,,34
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,5:3 FTCA,914637-49-3,,1.540,10.00,ng/g,ppb,U,,,35
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,7:3 FTCA,812-70-4,1.610,0.845,10.00,ng/g,ppb,J,J,Result estimated,36
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFEESA,113507-82-7,,0.045,0.40,ng/g,ppb,U,,,37
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFMPA,377-73-1,,0.070,0.80,ng/g,ppb,U,,,38
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,PFMBA,863090-89-5,,0.069,0.40,ng/g,ppb,U,,,39
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,LC/MS/MS,NFDHA,151722-58-6,,0.294,0.80,ng/g,ppb,U,LLCS,"Low LCS recovery, result biased low",40
5,MI,Lake Superior,NGL20_MI-10163,150356,150356.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,5.93,LC/MS/MS,PFTrDA,72629-94-8,1.030,0.086,0.40,ng/g,ppb,B,"B, RMAX; LLBL, J","Blank contamination, result between 5 and 10x blank value, result considered a maximum value. Low labeled compound recovery, result estimated",10
5,MI,Lake Superior,NGL20_MI-10163,150356,150356.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,5.93,LC/MS/MS,PFBA,375-22-4,,0.593,1.60,ng/g,ppb,U,,,1
