EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Oder
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Oleic acid,C18:1n9 cis,112-80-1,4652.05,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,ug/g,ppm,0.30,0.89,U,,,15
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,679.49,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Linoleic acid,C18:2n6 cis,60-33-3,726.68,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Linolenic acid,C18:3n3,463-40-1,514.26,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,44.21,ug/g,ppm,0.34,1.01,,,,20
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,,ug/g,ppm,2.49,7.47,U,,,21
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Arachidic acid,C20:0,506-30-9,23.52,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Eicosenoic acid,C20:1n9,29204-02-2,,ug/g,ppm,3.50,10.50,U,,,23
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Eicosadienoic acid,C20:2,2091-39-6,101.17,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,61.24,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Arachidonic acid,C20:4n6,506-32-1,1222.76,ug/g,ppm,0.14,0.41,,,,27
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,749.58,ug/g,ppm,0.20,0.59,,,,28
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Heneicosanoic acid,C21:0,2363-71-5,,ug/g,ppm,0.12,0.36,U,,,29
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Behenic acid,C22:0,112-85-6,,ug/g,ppm,0.09,0.27,U,,,30
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Erucic acid,C22:1n9,112-86-7,17.79,ug/g,ppm,1.67,5.00,,,,31
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,915.58,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,3650.19,ug/g,ppm,2.49,7.47,,,,35
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Tricosanoic acid,C23:0,2433-96-7,258.62,ug/g,ppm,0.15,0.44,,,,36
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Lignoceric acid,C24:0,557-59-5,13.51,ug/g,ppm,0.09,0.27,,,,37
2,NY,Lake Ontario,GLNS15-2198,776734,776734.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Nervonic acid,C24:1n9,506-37-6 ,,ug/g,ppm,0.63,1.89,U,,,38
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,29.99,ug/g,ppm,0.09,0.27,,,,4
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristic acid,C14:0,544-63-8,5060.13,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,341.10,ug/g,ppm,0.18,0.54,,,,6
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,546.84,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,37.25,ug/g,ppm,0.09,0.27,,,,8
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Palmitic acid,C16:0,57-10-3,21283.50,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,12879.08,ug/g,ppm,7.14,21.40,,,,10
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,743.16,ug/g,ppm,0.33,0.99,,,,11
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Stearic acid,C18:0,57-11-4,4079.15,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,40804.12,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,161.89,ug/g,ppm,0.30,0.89,,,,15
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,5678.55,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,5855.99,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,5403.58,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,367.08,ug/g,ppm,0.34,1.01,,,,20
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,2312.42,ug/g,ppm,2.49,7.47,NNR (C20:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",21
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidic acid,C20:0,506-30-9,204.20,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,2206.86,ug/g,ppm,3.50,10.50,,,,23
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,1111.32,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,1075.45,ug/g,ppm,2.04,6.13,,,,25
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,644.87,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,5741.87,ug/g,ppm,0.14,0.41,,,,27
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,8384.83,ug/g,ppm,0.20,0.59,,,,28
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Heneicosanoic acid,C21:0,2363-71-5,17.48,ug/g,ppm,0.12,0.36,,,,29
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Behenic acid,C22:0,112-85-6,56.06,ug/g,ppm,0.09,0.27,,,,30
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Erucic acid,C22:1n9,112-86-7,279.64,ug/g,ppm,1.67,5.00,,,,31
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Cetoleic acid,C22:1n11,1002-96-6,57.54,ug/g,ppm,2.49,7.47,NNR (C22:1n9),"NASA, J","No authentic standard available for calibration, result is estimated",32
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,153.41,ug/g,ppm,1.84,5.51,,,,33
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,5905.28,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,14426.31,ug/g,ppm,2.49,7.47,,,,35
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Tricosanoic acid,C23:0,2433-96-7,28.82,ug/g,ppm,0.15,0.44,,,,36
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Lignoceric acid,C24:0,557-59-5,40.61,ug/g,ppm,0.09,0.27,,,,37
2,NY,Lake Ontario,GLNS15-2199,776354,776354.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Nervonic acid,C24:1n9,506-37-6 ,1589.44,ug/g,ppm,0.63,1.89,,,,38
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Myristic acid,C14:0,544-63-8,190.84,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Myristoleic acid,C14:1,544-64-9,,ug/g,ppm,0.18,0.54,U,,,6
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Pentadecanoic acid,C15:0,1002-84-2,29.56,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,ug/g,ppm,0.09,0.27,U,,,8
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Palmitic acid,C16:0,57-10-3,1383.64,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,,ug/g,ppm,7.14,21.40,U,,,10
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Heptadecanoic acid,C17:0,506-12-7,57.31,ug/g,ppm,0.33,0.99,SF,,,11
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Stearic acid,C18:0,57-11-4,376.56,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Oleic acid,C18:1n9 cis,112-80-1,1162.17,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,ug/g,ppm,0.30,0.89,U,,,15
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,228.05,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Linoleic acid,C18:2n6 cis,60-33-3,292.69,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Linolenic acid,C18:3n3,463-40-1,236.31,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,22.83,ug/g,ppm,0.34,1.01,,,,20
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,,ug/g,ppm,2.49,7.47,U,,,21
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Arachidic acid,C20:0,506-30-9,10.12,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Eicosenoic acid,C20:1n9,29204-02-2,,ug/g,ppm,3.50,10.50,U,,,23
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Eicosadienoic acid,C20:2,2091-39-6,53.85,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,21.43,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Arachidonic acid,C20:4n6,506-32-1,553.96,ug/g,ppm,0.14,0.41,,,,27
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,659.00,ug/g,ppm,0.20,0.59,,,,28
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Heneicosanoic acid,C21:0,2363-71-5,,ug/g,ppm,0.12,0.36,U,,,29
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Behenic acid,C22:0,112-85-6,,ug/g,ppm,0.09,0.27,U,,,30
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Erucic acid,C22:1n9,112-86-7,,ug/g,ppm,1.67,5.00,U,,,31
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Cetoleic acid,C22:1n11,1002-96-6,,ug/g,ppm,2.49,7.47,U,,,32
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,ug/g,ppm,1.84,5.51,U,,,33
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,326.17,ug/g,ppm,1.29,3.88,NNR (C22:6n3),"NASA, J","No authentic standard available for calibration, result is estimated",34
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,2143.62,ug/g,ppm,2.49,7.47,,,,35
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Tricosanoic acid,C23:0,2433-96-7,110.03,ug/g,ppm,0.15,0.44,,,,36
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Lignoceric acid,C24:0,557-59-5,,ug/g,ppm,0.09,0.27,U,,,37
2,NY,Lake Ontario,GLNS15-2200,795714,795714.1,Esox lucius,Northern pike,Esocidae,P,Nervonic acid,C24:1n9,506-37-6 ,,ug/g,ppm,0.63,1.89,U,,,38
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Decanoic acid,C10:0,334-48-5,,ug/g,ppm,0.24,0.71,U,,,1
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Undecanoic acid,C11:0,112-37-8,,ug/g,ppm,0.24,0.71,U,,,2
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Dodecanoic acid,C12:0,143-07-7,,ug/g,ppm,0.44,1.32,U,,,3
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Tridecanoic acid,C13:0,638-53-9,,ug/g,ppm,0.09,0.27,U,,,4
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Myristic acid,C14:0,544-63-8,388.50,ug/g,ppm,1.89,5.68,,,,5
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Myristoleic acid,C14:1,544-64-9,16.24,ug/g,ppm,0.18,0.54,,,,6
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Pentadecanoic acid,C15:0,1002-84-2,43.39,ug/g,ppm,0.36,1.09,,,,7
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,ug/g,ppm,0.09,0.27,U,,,8
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Palmitic acid,C16:0,57-10-3,2057.41,ug/g,ppm,6.72,20.20,,,,9
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,,ug/g,ppm,7.14,21.40,U,,,10
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Heptadecanoic acid,C17:0,506-12-7,92.36,ug/g,ppm,0.33,0.99,,,,11
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,ug/g,ppm,0.09,0.27,U,,,12
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Stearic acid,C18:0,57-11-4,717.29,ug/g,ppm,0.69,2.08,,,,13
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Oleic acid,C18:1n9 cis,112-80-1,2954.90,ug/g,ppm,10.60,31.80,,,,14
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,ug/g,ppm,0.30,0.89,U,,,15
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,382.85,ug/g,ppm,2.26,6.79,NNR (C18:1n9 cis),"NASA, J","No authentic standard available for calibration, result is estimated",16
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Linoleic acid,C18:2n6 cis,60-33-3,726.10,ug/g,ppm,1.60,4.81,,,,17
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,ug/g,ppm,0.93,2.80,U,,,18
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Linolenic acid,C18:3n3,463-40-1,681.74,ug/g,ppm,3.50,10.50,,,,19
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,,ug/g,ppm,0.34,1.01,U,,,20
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,,ug/g,ppm,2.49,7.47,U,,,21
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Arachidic acid,C20:0,506-30-9,37.65,ug/g,ppm,0.09,0.27,,,,22
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosenoic acid,C20:1n9,29204-02-2,,ug/g,ppm,3.50,10.50,U,,,23
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosadienoic acid,C20:2,2091-39-6,108.68,ug/g,ppm,0.16,0.48,,,,24
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,ug/g,ppm,2.04,6.13,U,,,25
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,74.42,ug/g,ppm,0.32,0.96,,,,26
2,NY,Lake Ontario,GLNS15-2201,776614,776614.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Arachidonic acid,C20:4n6,506-32-1,615.48,ug/g,ppm,0.14,0.41,,,,27
