EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,Lipid Number,CAS Number,Amount,Units,MDL,QL,Lab Flag,SCC Code,Comments,Sort Oder
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,26.33,µg/g,0.32,0.96,MM,,,26
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,233.51,µg/g,1.67,5.01,MM,,,27
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,977.65,µg/g,0.20,0.60,bb,,,28
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heneicosanoic acid,C21:0,2363-71-5,,µg/g,0.12,0.36,MM,,,29
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,,,,30
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Erucic acid,C22:1n9,112-86-7,,µg/g,0.14,0.42,,,,31
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM-,,,33
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,351.98,µg/g,2.49,7.47,bb,,,34
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,1295.98,µg/g,2.49,7.47,bb,,,35
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,36.9,µg/g,0.15,0.45,bb,,,36
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,,µg/g,0.09,0.27,,,,37
5,WI,Lake Michigan,NGL20_WI-10010,154856,154856.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,,µg/g,0.63,1.89,MM,,,38
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,MM,,,3
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tridecanoic acid,C13:0,638-53-9,7.22,µg/g,0.09,0.27,MM,,,4
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristic acid,C14:0,544-63-8,411.78,µg/g,1.89,5.67,bb,,,5
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristoleic acid,C14:1,544-64-9,36.12,µg/g,0.18,0.54,bb,,,6
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Pentadecanoic acid,C15:0,1002-84-2,43.35,µg/g,0.36,1.08,bb,,,7
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Palmitic acid,C16:0,57-10-3,2987.19,µg/g,6.72,20.16,bb,,,9
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,2373.14,µg/g,7.14,21.42,bb,,,10
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heptadecanoic acid,C17:0,506-12-7,46.96,µg/g,0.33,0.99,bb,,,11
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,339.54,µg/g,0.09,0.27,MM,,,12
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Stearic acid,C18:0,57-11-4,700.74,µg/g,0.69,2.07,dd,,,13
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Oleic acid,C18:1n9 cis,112-80-1,2860.77,µg/g,10.60,31.80,MM,,,14
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,978.88,µg/g,2.26,6.78,bb,,,16
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,512.92,µg/g,1.60,4.80,bb,,,17
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,MM,,,18
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolenic acid,C18:3n3,463-40-1,263.68,µg/g,3.50,10.50,MM,,,19
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,36.12,µg/g,0.34,1.02,bb,,,20
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,MM,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,21
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidic acid,C20:0,506-30-9,90.3,µg/g,0.09,0.27,MM,,,22
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,176.99,µg/g,3.50,10.50,MM,"LSRM, J","Low SRM recovery, result is estimated",23
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosadienoic acid,C20:2,2091-39-6,115.59,µg/g,0.16,0.48,MM,"LSRM, J","Low SRM recovery, result is estimated",24
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,61.41,µg/g,0.32,0.96,MM,,,26
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,585.16,µg/g,1.67,5.01,MM,,,27
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,1618.21,µg/g,0.20,0.60,MM,,,28
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heneicosanoic acid,C21:0,2363-71-5,75.85,µg/g,0.12,0.36,MM,,,29
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Behenic acid,C22:0,112-85-6,14.45,µg/g,0.09,0.27,MM,,,30
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Erucic acid,C22:1n9,112-86-7,21.67,µg/g,0.14,0.42,MM,,,31
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM-,,,33
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,635.73,µg/g,2.49,7.47,MM,,,34
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,2625.99,µg/g,2.49,7.47,MM,,,35
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,151.71,µg/g,0.15,0.45,MM,,,36
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,10.84,µg/g,0.09,0.27,MM,,,37
5,WI,Lake Michigan,NGL20_WI-10013,154616,154616.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,83.08,µg/g,0.63,1.89,MM,,,38
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,MM,,,3
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Tridecanoic acid,C13:0,638-53-9,11.26,µg/g,0.09,0.27,MM,,,4
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Myristic acid,C14:0,544-63-8,1015.65,µg/g,1.89,5.67,bb,,,5
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Myristoleic acid,C14:1,544-64-9,100.38,µg/g,0.18,0.54,bb,,,6
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Pentadecanoic acid,C15:0,1002-84-2,123.69,µg/g,0.36,1.08,bb,,,7
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Palmitic acid,C16:0,57-10-3,6154.12,µg/g,6.72,20.16,MM,,,9
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-7-Hexadecenoic acid,C16:1,629-57-2,6458.24,µg/g,7.14,21.42,MM,,,10
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Heptadecanoic acid,C17:0,506-12-7,183.85,µg/g,0.33,0.99,bb,,,11
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Stearic acid,C18:0,57-11-4,1395.64,µg/g,0.69,2.07,db,,,13
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Oleic acid,C18:1n9 cis,112-80-1,7935.1,µg/g,10.60,31.80,MM,,,14
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Elaidic acid,C18:1n9 trans,112-79-8,,µg/g,0.30,0.90,,,,15
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,cis-Vaccenic acid,C18:1w7,693-72-1,2355.14,µg/g,2.26,6.78,db,,,16
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Linoleic acid,C18:2n6 cis,60-33-3,1915.8,µg/g,1.60,4.80,bb,,,17
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,MM,,,18
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Linolenic acid,C18:3n3,463-40-1,968.69,µg/g,3.50,10.50,MM,,,19
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,gamma-Linolenic acid,C18:3n6,506-26-3,96.2,µg/g,0.34,1.02,MM,,,20
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,MM,LSRM,Low SRM recovery. Nondetects may have a greater risk of false negative results.,21
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Arachidic acid,C20:0,506-30-9,80.62,µg/g,0.09,0.27,MM,,,22
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosenoic acid,C20:1n9,29204-02-2,375.16,µg/g,3.50,10.50,MM,"LSRM, J","Low SRM recovery, result is estimated",23
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosadienoic acid,C20:2,2091-39-6,58.05,µg/g,0.16,0.48,MM,,,24
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosatrienoic acid,C20:3n3,2091-27-2,,µg/g,2.04,6.12,MM,,,25
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,51.87,µg/g,0.32,0.96,MM,,,26
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Arachidonic acid,C20:4n6,506-32-1,653.95,µg/g,1.67,5.01,MM,,,27
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Eicosapentaenoic acid,C20:5n3,10417-94-4,1604.39,µg/g,0.20,0.60,MM,,,28
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Heneicosanoic acid,C21:0,2363-71-5,,µg/g,0.12,0.36,MM,,,29
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Behenic acid,C22:0,112-85-6,,µg/g,0.09,0.27,MM,,,30
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Erucic acid,C22:1n9,112-86-7,24.21,µg/g,0.14,0.42,MM,,,31
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM,,,33
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Docosapentaenoic acid,C22:5n3,24880-45-3,632.29,µg/g,2.49,7.47,bb,,,34
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Docosahexaenoic acid,C22:6n3,6217-54-5,216.17,µg/g,2.49,7.47,MM,,,35
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Tricosanoic acid,C23:0,2433-96-7,132.92,µg/g,0.15,0.45,MM,,,36
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Lignoceric acid,C24:0,557-59-5,,µg/g,0.09,0.27,,,,37
5,WI,Lake Michigan,NGL20_WI-10014,155676,155676.1,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,P,Nervonic acid,C24:1n9,506-37-6 ,77.25,µg/g,0.63,1.89,MM,,,38
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Decanoic acid,C10:0,334-48-5,,µg/g,3.00,9.00,,,,1
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Undecanoic acid,C11:0,112-37-8,,µg/g,3.00,9.00,,,,2
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dodecanoic acid,C12:0,143-07-7,,µg/g,3.00,9.00,bb,,,3
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tridecanoic acid,C13:0,638-53-9,29.77,µg/g,0.09,0.27,bb,,,4
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristic acid,C14:0,544-63-8,1081.73,µg/g,1.89,5.67,bb,,,5
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Myristoleic acid,C14:1,544-64-9,163.88,µg/g,0.18,0.54,bb,,,6
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Pentadecanoic acid,C15:0,1002-84-2,140.43,µg/g,0.36,1.08,bb,,,7
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Pentadecenoic acid,C15:1,84743-29-3,,µg/g,0.09,0.27,,,,8
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Palmitic acid,C16:0,57-10-3,4513.33,µg/g,6.72,20.16,bb,,,9
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-7-Hexadecenoic acid,C16:1,629-57-2,,µg/g,7.14,21.42,db,,,10
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heptadecanoic acid,C17:0,506-12-7,203.68,µg/g,0.33,0.99,bb,,,11
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-10-Heptadecenoic acid,C17:1,62528-80-7,,µg/g,0.09,0.27,,,,12
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Stearic acid,C18:0,57-11-4,1100.35,µg/g,0.69,2.07,dd,,,13
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Oleic acid,C18:1n9 cis,112-80-1,4167.48,µg/g,10.60,31.80,MM,,,14
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Elaidic acid,C18:1n9 trans,112-79-8,85.24,µg/g,0.30,0.90,bb,,,15
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,cis-Vaccenic acid,C18:1w7,693-72-1,1646.74,µg/g,2.26,6.78,MM,,,16
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linoleic acid,C18:2n6 cis,60-33-3,1348.03,µg/g,1.60,4.80,bb,,,17
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolelaidic acid,C18:2 trans,506-21-8,,µg/g,0.93,2.79,MM,,,18
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Linolenic acid,C18:3n3,463-40-1,841.92,µg/g,3.50,10.50,MM,,,19
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,gamma-Linolenic acid,C18:3n6,506-26-3,58.81,µg/g,0.34,1.02,bb,,,20
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Octadecatetraenoic acid,C18:4n3,2091-28-3,,µg/g,3.50,10.50,bd,,,21
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidic acid,C20:0,506-30-9,43.61,µg/g,0.09,0.27,MM,,,22
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosenoic acid,C20:1n9,29204-02-2,261.57,µg/g,3.50,10.50,db,,,23
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosadienoic acid,C20:2,2091-39-6,353.37,µg/g,0.16,0.48,bb,,,24
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosatrienoic acid,C20:3n3,2091-27-2,214.48,µg/g,2.04,6.12,MM,,,25
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Dihomo-gamma-linolenic acid,C20:3n6,1783-84-2,117.13,µg/g,0.32,0.96,MM,,,26
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Arachidonic acid,C20:4n6,506-32-1,1261.09,µg/g,1.67,5.01,MM,,,27
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Eicosapentaenoic acid,C20:5n3,10417-94-4,2029.2,µg/g,0.20,0.60,bb,,,28
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Heneicosanoic acid,C21:0,2363-71-5,22.05,µg/g,0.12,0.36,MM,,,29
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Behenic acid,C22:0,112-85-6,16.21,µg/g,0.09,0.27,MM,,,30
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Erucic acid,C22:1n9,112-86-7,44.29,µg/g,0.14,0.42,MM,,,31
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Cetoleic acid,C22:1n11,1002-96-6,,µg/g,0.14,0.42,,,,32
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,"13,16-Docosadienoic acid",C22:2,7370-49-2,,µg/g,1.84,5.52,MM,,,33
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosapentaenoic acid,C22:5n3,24880-45-3,,µg/g,2.49,7.47,bb,,,34
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Docosahexaenoic acid,C22:6n3,6217-54-5,3253.2,µg/g,2.49,7.47,bb,,,35
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Tricosanoic acid,C23:0,2433-96-7,523.62,µg/g,0.15,0.45,bb,,,36
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Lignoceric acid,C24:0,557-59-5,15.63,µg/g,0.09,0.27,MM,,,37
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Nervonic acid,C24:1n9,506-37-6 ,45.35,µg/g,0.63,1.89,MM,,,38
